ራስ በራስ የመተዳደርን፣ በአፍ መፍቻ ቋንቋ መሥራትን፣ የታሪክና የባህል፣ ወዘተ መታወቅንና መከበርን ያዘለው ይህ የቡድን መብት፣ የትልቁ መብት የዴሞክራሲ ሥርዓት ጥያቄ ክፍላዊ አካል ነው፡፡ ክፍላዊው መብት ከሙሉ ቤቱ ተልጦ ብቻውን ዋና እና ሁለመና ጥያቄ ሆኖ ሲነገብ፣ የመብቱ ማረጋገጫና ማዝለቂያ ሥርዓታዊ ጥያቄ ከትኩረት ይወጣል፡፡ የብሔር መብትን ዋና ጥያቄ አድርጎ ያንጠለጠለው፣ ብሔር ለይቶ የተሰባሰበ ብሔርተኛ ቡድን ሲሆን ደግሞ፣ በኅብረ ብሔራዊ አስተሳሰብና ስብስብ አማካይነት ዓብዩ የዴሞክራሲ ጥያቄ ላይ ትኩረትን ለማስተካከል ያለውም ዕድል በጣም ያንሳል፡፡ በብሔር በተሰባሰበ ቡድን የብሔር ጥያቄ ተቀዳሚ ተደርጎ መያዙም፣ የመብቱ ተጨባጭነት አስተማማኝ ባለቤትና ዋስትና ያገኘ አስመስሎ ያሳስታል፡፡ የብሔርተኛ ትግል እዚያ ስህተት ውስጥ የገባ ነውና፡፡ በአመዛኙ እንደታየው ወደ ተናጠል ትግል ያመራል፡፡ የተነጣጠለ ብሔርተኛ ትግል ደግሞ ለየብቻ ተነጥሎ ለመጠቃትና ለማስጠቃት ያጋልጣል፡፡ መላው ኅብረተሰብም በገዥዎች ከፋፋይነት ስለሚቦረቦር፣ ሊተባበር ይችል የነበረው የትግል አቅሙ ይባክናል፡፡ የአፈና ሥርዓቱም ይበልጥ ዕድሜ ያገኛል፡፡ ይህ ሁሉ በኢትዮጵያ የትግል ልምድ ውስጥ ታይቷል፡፡,4
የሆነው ሁሉ ሆኖ ብሔርተኞች አሸንፈው ቻርተርና ሕገ መንግሥት ተጽፎ በስመ ፌዴራላዊነት የተዋቀረው አገዛዝ (ከጫጉላ ጊዜ ፍንደቃውና በተወሰነ ደረጃ ከታዩ ውስን ትሩፋቶቹ በቀር)፣ በሕወሓት ቡድን የበላይነት የተዘረጋ የጥፍነጋ ሥርዓት ከመሆን አላመለጠም፡፡ የሚከበሩበትን የዴሞክራሲ ዓውድ ያላገኙትም የቡድንና የግል መብቶች፣ በመላ አገሪቱ በቀፏቸው ነው የቀሩት፡፡ የራስ በራስ አስተዳደር ይዘት፣ ‹‹ባለቤት›› ከተባለ/ከተባሉ ብሔር/ብሔረሰቦች የበቀሉ ሌቦችና ጨቋኞች ገዥነት አልፎ መሄድ አልቻለም፡፡ በአንድ አገር እኩል ዜግነት የመታየትና የመስተናገድ መብት ከበፊቱ በባሰ ደረጃ ነበር የተጎሳቆለው፤ እንዲያውም ይህንን የዜግነት መብት ረግጦ ‹‹መጤ›› የተባሉ ማኅበረሰቦችን መበደል የብሔር መብት መስሎ ነበር፡፡ በሹማሹምና በካድሬዎች የሚፈጸም ዘረፋና የሰብዓዊ መብት ጥሰትን ለመፋረድ መሞከር፣ ‹‹ባለቤት›› ከሚባለው ብሔር ለበቀለም ሰው ከሞላ ጎደል የድመት አፍንጫ እንደ ማሽተት የሚቆጠር ነበር፡፡,4
የኢፌዴሪ ሕገ መንግሥትን አንቀጽ 39ን እስከ ደም ጠብታ የሚዋደቁለት የብሔር መብት ዋስትና አድርጎ ማየት,2
በኢፌዴሪ ሕገ መንግሥት ውስጥ አንቀጽ 39 ላይ የተቀመጠው እስከ መገንጠል የተዘረጋ የብሔር ብሔረሰቦች መብት አንዳችም ጊዜ መብቶችን በማስከበር ረገድ አለኝታ ሆኖ አያውቅም፡፡ ይህ አንቀጽ የጠቀመው ነገር ቢኖር፣ ከአስተዳደራዊ አወቃቀሩና ይሰበክ ከነበረው ለየብሔር የማድላት አስተሳሰብ ጋር ሆኖ፣ የአገራዊ እኛነትን ማጎልበት በማዳከም ነው፡፡ አንቀጹ ባሰኘ ጊዜ የተወሰኑ ቅድመ ሁኔታዎችን አሟልቶ መነጠል መብት ነው የሚል ዋሾ ግንዛቤን ይለፍፋል፡፡ የዚህ መብት ሊቅ ነን ባይ ሰባኪዎችም ‹‹ብሔር/ብሔረሰቦች መብቶቼ ተጓደሉ ወይም ሰሚ አጡ ባሉ ጊዜ የመነጠል መብታቸውን መጠቀማቸው አግባብ ይሆናል›› እያሉ አሳቻ መንገድን ያመላክታሉ፡፡ እናም በዚህ የተሳሳተ ‹‹ንቃት›› ምክንያት ሁሉም በየበኩሉ የመሬት ይዞታዬ የሚለውን ለማሟላት እስከ መጋጨት ድረስ እየሄደ ሲፋተግ ነው የኖረው፡፡ ‹‹አንቀጽ 39 ተነካ ማለት የብሔር መብቶች መሻር ማለት ነው… ለዚህ አንቀጽ እስከ ደም ጠብታ እንዋደቃለን!›› ባይነት የብሔር ሙሉ መብቶችን ማረጋገጫ ውል የሳተ ሐሰተኛ ግንዛቤ ነው፡፡ አሁንም እንድገመው! የቡድንና የግል መብቶችን በማይቀለበስ አኳኳኋን ማስከበር ከፈለግን፣ መዋደቅ ያለብን ዴሞክራሲ አገረ መንግሥታዊ ሥርዓትና የኅብረተሰብ ባህል ሆኖ እንዲገነባ ነው፡፡ ይህንን ሥርዓት መገንባት ከቻልን ጎደሉ/ቀሩ የምንላቸውን መብቶች ለማስጨመር፣ ሳሱ የምንላቸውን ለማጠናከር ሰላማዊ ዕድሎች ይኖራሉ፡፡ በደል ባይኖርም መነጠል ሕዝብ ገብ ጥያቄ ሆኖ ቢመጣና በምክክር/ በድርድር አልበገር ቢል፣ ጥያቄው አክብሮት አግኝቶ በውሳኔ ሕዝብ (ሪፈረንደም) መልስ ለማግኘት የሚበቃውም፣ ዴሞክራሲ በጎመራበት ዓውድ ውስጥ ነው፡፡ እንደ እነ ካናዳ ባሉ አገሮች ውስጥ የተነሳን የመነጠል ጥያቄ፣ ዴሞክራሲያዊ መልስ እንዲያገኝ ያስቻለው ሥርዓተ ዴሞክራሲው እንጂ፣ መነጠልን መብት አድርጎ የደነገገ አንቀጽ በሕገ መንግሥት ውስጥ መቀመጥ አይደለም፡፡,3
መነጠልን ነፃነት አድርጎ የሳለ ግብ,1
የ‹‹ቅኝ መገዛት›› ግፍንም ሆነ ከዚያ ብዙም ያልራቀ በደልን ደርድረው መነጠልን ‹‹ነፃነት›› ብለው የታገሉ ቡድኖችን በኢትዮጵያ ዓይተናል፡፡ በበደል ትርክት ውስጥ ብዙ እውነቶችና ውሸቶች እንደተነገሩ ሁሉ፣ ለነፃነቱ የምንታገልለት ሕዝብ አንድ የጋራ ታሪክ ሥነ ልቦናና ባህል ያለው ሕዝብ ነው የሚል የፖለቲካ ሥዕል ተይዞም ብዙ ተዋሽቷል፡፡ ብዙ የጥቅም ሥሌቶች ተሠርተዋል፡፡ የኤርትራው የነፃነት ትግል በኤርትራ ብሔረሰቦች መኖራቸውንና ከሁሉም በላይ ኢትዮጵያዊ ነን የሚሉ ክፍሎች መኖራቸውን የሸመጠጠ የፖለቲካ ሥራ ሲሠራ ኖሯል፡፡ የዚህም ዋና ግብ በግድም በውድ የቀይ ባህር አፋርን ከኢትዮጵያ መቁረጥ ነበር፡፡,4
ባሻ ጊዜ እስከ መነጠል የረዘመ ‹‹መብት››ን በሕገ መንግሥት ውስጥ ጎልቶ ኢትዮጵያን ሲያስተዳድር የነበረው ሕወሓት ለኢትዮጵያ ያዘዘውን ‹‹መድኃኒት›› ትግራይ ውስጥ አይጠቀምበትም ነበር፡፡ ትግራይ ያሉ ብሔረሰቦች የሌሉ ያህል ትግራይ አንድ ብሔር ሆና ነበር የምትሣለው፡፡ የሰዎቿም መታወቂያ ‹‹ተጋሩ/ትግራዋይ›› ነው፡፡ የትግራይ የውስጥ አከፋፈልም በቀሪው ኢትዮጵያ እንደሆነው ብሔረሰብን ወይም የብሔረሰብ ቡድኖችን ባለይዞታነት የሚለፍፍ ሳይሆን፣ የትግራይን ስም ይዞ በአቅጣጫዎች የከፋፈለ ሆኖ ነው የቆየው፡፡ ከትግሪኛ ውጪ ማኅበረሰቦች ቋንቋችን ባሏቸው ቋንቋዎች የመማር ዕድሎች አልነበሩም፡፡ ዛሬ ይፋ ወጥቶ በምንሰማው ብሶት መሠረትም፣ ማኅበረሰቦች ከውስጣቸው በበቀለ ሰው መተዳደር እንኳ ብርቃቸው ነበር፡፡ ይህ ሁሉ ዥንጉርጉር ምንጫቸውን ደፍጥጦ አንድ ትግሪኛ ተናጋሪ ሕዝብ የማውጣት ሒደት መሆኑ ነበር፡፡ ለኢትዮጵያ የፈቀዱት የመቆራረስ ዕድል ትግራይ ላይ እንዳይፈጸም፣ እንዲሁም ‹‹የሌላ ብሔር/ክልል አካል ነን ወይም የራሳችን ማንነት ያለን ነንና ክልል መሆን እንፈልጋለን›› ብሎ የማፈንገጥ ዕድልን ለማምከን ‹‹ብልጠት›› መሆኑ ነበር፡፡ (እዚህ ላይ ማሳየት የተፈለገው፣ ሕወሓቶች ሁለት አጀንዳ እንደ ነበራቸው እንጂ፣ ትግራይ በብጥስጣሽ ፍላጎቶች ለምን አልታመሰችም የሚል ክፋት መዝራት አይደለም፡፡ የዚህ ጽሑፍ ፍላጎት የትግራይም የመላ ኢትዮጵያ ሕዝቦች ከሕወሓትና ከብጤዎቹ ደፍጣጭ ብሔርተኝነትና የፅንፍ መስመሮች ተላቀው በዴሞክራሲ በፍትሕና በልማት ጎዳና ከዙሪያቸው ጋር ተላልሰው እንዲገሰግሱ ነው፡፡),4
ቅኝ ተገዛን የሚል ትርክት አንግቦ የቆየው ኦነጋዊ ትግልም፣ በሌሎች ሕዝቦች ዘንድ የታየው ፈልሶ/ተዋግቶ ገፍቶ መሥፈር፣ መዛነቅ፣ መስፋፋት፣ በኦሮሞ ታሪክም እንዳልነበረ ሸሽጎ፣ ኦሮሞ እየተገፋ በሠፋሪዎች ተመናመነ የሚል ሐሰት እንዳናፈሰ ሁሉ፣ የኦነግ የብሔር ይዞታ ሒሳብ፣ ኦሮሚያ ተብሎ በተካለለው ትልቅ ‹‹ክልል›› ውስጥ ለመርካት የበቃ አልነበረም፡፡ ኦሮሞ በታሪክ ጉዞ  የተሠረጫጨባቸውን ሥፍራዎች ሁሉ የኦሮሞ እያሉ ለመሰብሰብ እስከ ትግራይ ድረስ መሬት ለመከንዳት ጥሯል፡፡ የታሪክ ውስብስብ ሰበዞች ውጤት የሆኑትን የኦሮሚያ ጉራማይሌ ገጽታዎች በ‹መጤ›ነት እየተረጎሙ በተለያየ አሸባሪና ደም አፍሳሽ ሥልት የማጥራት ነውሮቹንና የኢትዮጵያን አብዛኛውን ክፍል የማጋበስ ፍላጎቱን አንድ ላይ ስናስተውላቸው፡፡ የእንቅስቃሴው ውል በአያሌው በብሔር ስም ሰፊ መሬት ከኢትዮጵያ ቦድሶ መነጠል እንደነበርና ሆኖ እንደቆየ መገንዘብ አይከብድም፡፡,4
የመነጠል ግብን ‹‹ነፃነት›› ብሎ ማሞካሸት,1
በእንግሊዝ የድል ‹‹ሞግዚትነት›› ጊዜ ኤርትራ ውስጥ ብልጭ ብሎ የነበረውን የዴሞክራሲ ቅምሻ እንኳ፣ የሻዕቢያ ኢሳያስ ባለድልነት ለሕዝቡ አላጎናፀፈም፡፡ እስከዛሬ ድረስ የኤርትራ ሕዝብ የነፃነት ትርጉም፣ ለሻዕቢያና ለኢሳያስ አፈወርቂ ለጥ ብሎ መገዛት ሆኖ ነው የሚገኘው፡፡ ትርጉም ያለው የልማት ግስጋሴ ህልም እንደሆነ ነው፡፡ በኢትዮጵያ ውስጥ ጎልተው ወጥተው የነበሩ ሌሎች ተነጣዮችም በኢትዮጵያ ውስጥ ያሳዩት በጥላቻ፣ በበቀልና በጭካኔ የተሞላ የትግል ባህርያቸው የዴሞክራሲና የሰውነት መብቶችን የሚያከብርና የሚያስከብር ሥርዓት አማጪ መሆን እንደማይችሉ ከወዲሁ አረጋግጠዋል፡፡ ለብሔራችን ሕዝብ እንቆረቆራለን ባይነታቸውም ተራግፎ አልቆ፣ በደም የተጨማለቁ ነፍሰ ገዳዮችና ተራ ዘራፊዎች እስከ መሆን ድረስ ሲዘቅጡ ጥርት ብሎ ታይቷል፡፡,3
ከዚህ እውነት በመነሳት ከጫካ የጠመንጃ ትግል የዴሞክራሲ ነፃነትን አገኛለሁ ብሎ መጠበቅ ከእባብ ዕንቁላል ርግብን እንደ መጠበቅ ነው ብሎ ማጠቃለል ይቻላል፡፡ ለዚህ ሻዕቢያና ሕወሓት ምርጥ ምሳሌዎች ናቸው፡፡ በጊዜ አዝግሞት የአስተሳሰብ ለውጥ ያደርጋሉ ብሎ ለመጠበቅ የማይመቹ ግትሮች ሆነው ኖረዋል፡፡ ሁለቱም ፓርቲን ከስለላ አውታር፣ ከጦር አውታርና ከኢኮኖሚ አውታር መለየት የማይፈልጉ ሆነው ኖረዋል፡፡ ሁለቱም ‹‹ቀፍድዶ መግዛት ወይም ሞት!›› ኪዳናቸው ከመሆኑ ሌላ፣ ዘረፋን አኩሪ ብልጠታቸው፣ ጦረኝነትን መመኪያቸው በማድረግ ይታወቃሉ፡፡ ሁለቱም በትግላቸው ጊዜ ኢትዮጵያን በዘረፋ ቦጥቡጠዋል፡፡ የሻዕቢያ ብልጠት የትግራይን ገበሬ ማጀት በቀለብ ምንጭነት፣ የሕወሓትን ሠራዊት ለኤርትራ ገብ ጦርነቱ እስከ መጠቀም ዓይን ያወጣ እንደነበር አስገደ ገብረ ሥላሴ አጋልጧል (ጋህዲ ፩፤ 2007)፡፡ ድልና ሥልጣን ባገኙበት ጊዜም፣ የምርኮ ሀብት ከመቀራመት አንስቶ፣ ለሁለቱም በንግድ መልክና በሥውር ስርቆት ኢትዮጵያ ማሳቸው ነበረች፡፡ የ1990 ዓ.ም. የኢትዮ ኤርትራ ጦርነትም የመጣው፣ በዘረፋ ተግባራቸው ላይ የተነሳው የኢትዮጵያ ሕዝብ ተቃውሞ ትግራይ ድረስ መርሮ፣ ቀዳዳ የጠበበት ሻዕቢያ በሰበብ ዘራፍ ስላለ ነበር፡፡ በዚያም ጦርነት ሻዕቢያ በወደብ የነበረ የኢትዮጵያን የወጪና የገቢ ሀብት መዝረፍ አልበቃው ብሎ፣ የእነ ዛላአንበሳ አካባቢን በዘረፋና በውድመት መመንጠር ጌጡ ነበር፡፡ የኢትዮጵያ መላ ኅብረተሰብ ሆ ብሎ በተነቃነቀበት ጦርነት ድል ወደ ኢትዮጵያ አዘንብሎ ደቡብ ኤርትራ ድረስ በተዘለቀ ጊዜ ደግሞ ሕወሓቶች የዝርፊያ አመላቸውን አልዘነጉትም?፡፡,4
የ2010 ዓ.ም. መጋቢት ለውጥ ከመጣ በኋላ፣ ሕወሓቶች ትግራይ ላይ ጠቅላይ ቢሯቸውን አድርገው ሸርና ጦርነት መደገስ ውስጥ የገቡት ከብቻ የበላይ ገዥነት ዝቅ ብሎ ከሌሎች ጋር ሥልጣን መጋራት አልዋጥላቸው ብሎ ነበር፡፡ ሸርና ጦርነት ሲደግሱ በቆዩበት ጊዜም ሆነ ጦርነት በከፈቱ ጊዜ፣ ዓይነት ባይነት ሀብት እየዘረፉ መሸሸግ አልተለያቸውም ነበር፡፡ ጦርነቱን ወደ አፋርና አማራ ክልል ሲወስዱትም፣ መንጣሪ ዘረፋ አንዱ ቁልፍ ተግባራቸው ነበር፡፡ በተኩስ ተተንኩሶና ኢትዮጵያን በጭንቋ አግዞ ጦርነቱ ውስጥ የገባው ሻዕቢያም የዘረፋ በቀሉን አዝሎ ነበር፡፡ በፕሪቶሪያው ስምምነት አማካይነት ጦርነት በቆመ ጊዜም ቂም ያልተገባደደለት ሻዕቢያ ቅር ተሰኝቷል፡፡ ግብዞቹ ሕወሓቶችም፣ ለትግራይ ሕዝብ ሰላም በማምጣትና የእነሱን ነፍስ በማትረፍ ዋጋው ስምምነቱን ከማመመሥገን ፈንታ፣ ለማንኳሰስ ጊዜ አልወሰደባቸውም፡፡ ውሎ አድሮ የአስተሳሰብ ለውጥ የታየባቸው አንጃዎች ብናይም፣ ዛሬም ትግራይን የሥልጣን ርስቴ የሚል፣ ዛሬም ጦርነትን የሚናፍቅ፣ ዛሬም የታጠቀን ኃይል የቡድን ሎሌው ማድረግ የሚሻና ዘረፋን የሀብት ማፍሪያ አድርጎ የሚጠቀም፣ ሃይማኖትን የፖለቲካ አጀንዳ ማስፈጸሚያ መሣሪያ ያደረገ የሕወሓት መረብ አልታጣም፡፡ ከማዶ ያለው ሻዕቢያም የሥልጣን ስስቱን አላልቶ ለሕዝቡ ሻል ያለ ለውጥና የልማት ዕርምጃ ለማሳየት አልፈቀደም፡፡ ለፍትሐዊ ትግግዝና የጉርብትና ግንኙነት ጎርባጣ ሆኖ ግንኙነትን ማዳከምን ሥራዬ ብሎ ይዞታል፡፡ ቁርቁስ ባለበት ውስጥ እጁን መስደድንና የቀውስ አራቢዎች ተቀጢላ መሆንን መተዳደሪያው አድርጎ ቀጥሏል፡፡ የዚህ ዓይነት ባህርይ ካላቸው ድርጅታዊ ዕንቁላሎች ፍትሐዊና ዴሞክራሲያዊ አመለካከቶች አይቀፈቀፉም፡፡,1
መነጠል የሕዝቦች ፍላጎት?,1
